label,attack_type,window_start_time,window_end_time,n_messages,n_emergency,alert_frequency_per_hour,normal_emergency_ratio,inter_alert_interval_mean,inter_interval_variance,burst_score,topic_diversity,time_sin,time_cos,payload_entropy,consecutive_emergency_count,alert_rate_acceleration,regularity_coefficient,temporal_clustering_score,freq_persistence_5w,freq_rolling_mean_5w,freq_rolling_std_5w
1,normal,2026-02-24T14:22:31+00:00,2026-02-24T15:22:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,-0.5807029557109398,-0.8141155183563192,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T14:32:31+00:00,2026-02-24T15:32:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,-0.6156614753256582,-0.788010753606722,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T14:42:31+00:00,2026-02-24T15:42:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,-0.6494480483301835,-0.760405965600031,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T14:52:31+00:00,2026-02-24T15:52:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,-0.6819983600624984,-0.7313537016191706,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T15:02:31+00:00,2026-02-24T16:02:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,-0.7132504491541815,-0.7009092642998511,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T15:12:31+00:00,2026-02-24T16:12:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,-0.743144825477394,-0.6691306063588585,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T15:22:31+00:00,2026-02-24T16:22:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,-0.77162458338772,-0.6360782202777638,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T15:32:31+00:00,2026-02-24T16:32:31+00:00,1811,0,0.0,1811.0,0.0273930907926776,0.0,0.0,0.0,-0.7986355100472928,-0.6018150231520483,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T15:42:31+00:00,2026-02-24T16:42:31+00:00,1449,0,0.0,1449.0,0.0273930907926776,0.0,0.0,0.0,-0.8241261886220151,-0.5664062369248336,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T15:52:31+00:00,2026-02-24T16:52:31+00:00,1087,0,0.0,1087.0,0.0273930907926776,0.0,0.0,0.0,-0.848048096156426,-0.529919264233205,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T16:02:31+00:00,2026-02-24T17:02:31+00:00,725,0,0.0,725.0,0.0273930907926776,0.0,0.0,0.0,-0.8703556959399,-0.4924235601034664,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T16:12:31+00:00,2026-02-24T17:12:31+00:00,363,0,0.0,363.0,0.0273930907926776,0.0,0.0,0.0,-0.8910065241883678,-0.4539904997395469,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T16:22:31+00:00,2026-02-24T17:22:31+00:00,1,0,0.0,1.0,0.0273930907926776,0.0,0.0,0.0,-0.9099612708765432,-0.4146932426562392,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T19:32:31+00:00,2026-02-24T20:32:31+00:00,363,0,0.0,363.0,0.0273930907926776,0.0,0.0,0.0,-0.8141155183563196,0.5807029557109393,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T19:42:31+00:00,2026-02-24T20:42:31+00:00,725,0,0.0,725.0,0.0273930907926776,0.0,0.0,0.0,-0.8141155183563196,0.5807029557109393,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T19:52:31+00:00,2026-02-24T20:52:31+00:00,1087,0,0.0,1087.0,0.0273930907926776,0.0,0.0,0.0,-0.8141155183563196,0.5807029557109393,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T20:02:31+00:00,2026-02-24T21:02:31+00:00,1449,0,0.0,1449.0,0.0273930907926776,0.0,0.0,0.0,-0.8141155183563196,0.5807029557109393,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T20:12:31+00:00,2026-02-24T21:12:31+00:00,1811,0,0.0,1811.0,0.0273930907926776,0.0,0.0,0.0,-0.8141155183563196,0.5807029557109393,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T20:22:31+00:00,2026-02-24T21:22:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,-0.8141155183563196,0.5807029557109393,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T20:32:31+00:00,2026-02-24T21:32:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,-0.7880107536067218,0.6156614753256585,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T20:42:31+00:00,2026-02-24T21:42:31+00:00,2173,13,13.0,166.15384615384616,0.0273930905386805,8.10588969683708e-17,13.0,2.0,-0.5807029557109397,0.8141155183563192,4.198708371374835,1.0,13.0,100.0,1.0,0.2,2.6,5.813776741499454
1,normal,2026-02-24T20:52:31+00:00,2026-02-24T21:52:31+00:00,2173,13,13.0,166.15384615384616,0.0273930905386805,8.10588969683708e-17,13.0,2.0,-0.5807029557109397,0.8141155183563192,4.198708371374835,1.0,13.0,100.0,1.0,0.4,5.2,7.12039324756716
1,normal,2026-02-24T21:02:31+00:00,2026-02-24T22:02:31+00:00,2173,13,13.0,166.15384615384616,0.0273930905386805,8.10588969683708e-17,13.0,2.0,-0.5807029557109397,0.8141155183563192,4.198708371374835,1.0,13.0,100.0,1.0,0.6,7.8,7.12039324756716
1,normal,2026-02-24T21:12:31+00:00,2026-02-24T22:12:31+00:00,2173,13,13.0,166.15384615384616,0.0273930905386805,8.10588969683708e-17,13.0,2.0,-0.5807029557109397,0.8141155183563192,4.198708371374835,1.0,-13.0,100.0,1.0,0.8,10.4,5.813776741499454
1,normal,2026-02-24T21:22:31+00:00,2026-02-24T22:22:31+00:00,2173,13,13.0,166.15384615384616,0.0273930905386805,8.10588969683708e-17,13.0,2.0,-0.5807029557109397,0.8141155183563192,4.198708371374835,1.0,-13.0,100.0,1.0,1.0,13.0,0.0
1,normal,2026-02-24T21:32:31+00:00,2026-02-24T22:32:31+00:00,2174,13,13.0,166.23076923076923,0.0273930905386805,8.10588969683708e-17,13.0,2.0,-0.5807029557109397,0.8141155183563192,4.198708371374835,1.0,-13.0,100.0,1.0,1.0,13.0,0.0
1,normal,2026-02-24T21:42:31+00:00,2026-02-24T22:42:31+00:00,2174,0,0.0,2174.0,0.0273930907926776,0.0,0.0,0.0,-0.5664062369248329,0.8241261886220156,0.0,0.0,0.0,11.409203737861285,1.0,0.8,10.4,5.813776741499454
1,normal,2026-02-24T21:52:31+00:00,2026-02-24T22:52:31+00:00,2174,0,0.0,2174.0,0.0273930907926776,0.0,0.0,0.0,-0.529919264233205,0.8480480961564258,0.0,0.0,0.0,11.409203737861285,1.0,0.6,7.8,7.12039324756716
1,normal,2026-02-24T22:02:31+00:00,2026-02-24T23:02:31+00:00,2174,0,0.0,2174.0,0.0273930907926776,0.0,0.0,0.0,-0.4924235601034665,0.8703556959399,0.0,0.0,0.0,11.409203737861285,1.0,0.4,5.2,7.12039324756716
1,normal,2026-02-24T22:12:31+00:00,2026-02-24T23:12:31+00:00,2174,0,0.0,2174.0,0.0273930907926776,0.0,0.0,0.0,-0.4539904997395469,0.8910065241883678,0.0,0.0,0.0,11.409203737861285,1.0,0.2,2.6,5.813776741499454
1,normal,2026-02-24T22:22:31+00:00,2026-02-24T23:22:31+00:00,2174,0,0.0,2174.0,0.0273930907926776,0.0,0.0,0.0,-0.4146932426562393,0.9099612708765432,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-24T22:32:31+00:00,2026-02-24T23:32:31+00:00,2173,13,13.0,166.15384615384616,0.0273930902282396,5.887546342709162e-17,13.0,2.0,-0.1564344650402319,0.9876883405951375,4.404297744632956,1.0,13.0,100.0,1.0,0.2,2.6,5.813776741499454
1,normal,2026-02-24T22:42:31+00:00,2026-02-24T23:42:31+00:00,2173,13,13.0,166.15384615384616,0.0273930902282396,5.887546342709162e-17,13.0,2.0,-0.1564344650402319,0.9876883405951375,4.404297744632956,1.0,13.0,100.0,1.0,0.4,5.2,7.12039324756716
1,normal,2026-02-24T22:52:31+00:00,2026-02-24T23:52:31+00:00,2173,13,13.0,166.15384615384616,0.0273930902282396,5.887546342709162e-17,13.0,2.0,-0.1564344650402319,0.9876883405951375,4.404297744632956,1.0,13.0,100.0,1.0,0.6,7.8,7.12039324756716
1,normal,2026-02-24T23:02:31+00:00,2026-02-25T00:02:31+00:00,2173,13,13.0,166.15384615384616,0.0273930902282396,5.887546342709162e-17,13.0,2.0,-0.1564344650402319,0.9876883405951375,4.404297744632956,1.0,-13.0,100.0,1.0,0.8,10.4,5.813776741499454
1,normal,2026-02-24T23:12:31+00:00,2026-02-25T00:12:31+00:00,2173,13,13.0,166.15384615384616,0.0273930902282396,5.887546342709162e-17,13.0,2.0,-0.1564344650402319,0.9876883405951375,4.404297744632956,1.0,-13.0,100.0,1.0,1.0,13.0,0.0
1,normal,2026-02-24T23:22:31+00:00,2026-02-25T00:22:31+00:00,2173,13,13.0,166.15384615384616,0.0273930902282396,5.887546342709162e-17,13.0,2.0,-0.1564344650402319,0.9876883405951375,4.404297744632956,1.0,-13.0,100.0,1.0,1.0,13.0,0.0
1,normal,2026-02-24T23:32:31+00:00,2026-02-25T00:32:31+00:00,2174,0,0.0,2174.0,0.0273930907926776,0.0,0.0,0.0,-0.1218693434051472,0.992546151641322,0.0,0.0,0.0,11.409203737861285,1.0,0.8,10.4,5.813776741499454
1,normal,2026-02-24T23:42:31+00:00,2026-02-25T00:42:31+00:00,2174,0,0.0,2174.0,0.0273930907926776,0.0,0.0,0.0,-0.0784590957278456,0.996917333733128,0.0,0.0,0.0,11.409203737861285,1.0,0.6,7.8,7.12039324756716
1,normal,2026-02-24T23:52:31+00:00,2026-02-25T00:52:31+00:00,2174,0,0.0,2174.0,0.0273930907926776,0.0,0.0,0.0,-0.0348994967025017,0.9993908270190957,0.0,0.0,0.0,11.409203737861285,1.0,0.4,5.2,7.12039324756716
1,normal,2026-02-25T00:02:31+00:00,2026-02-25T01:02:31+00:00,2174,0,0.0,2174.0,0.0273930907926776,0.0,0.0,0.0,0.0087265354983739,0.9993908270190957,0.0,0.0,0.0,11.409203737861285,1.0,0.2,2.6,5.813776741499454
1,normal,2026-02-25T00:12:31+00:00,2026-02-25T01:12:31+00:00,2174,0,0.0,2174.0,0.0273930907926776,0.0,0.0,0.0,0.0523359562429438,0.9986295347545738,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T00:22:31+00:00,2026-02-25T01:22:31+00:00,2174,0,0.0,2174.0,0.0273930907926776,0.0,0.0,0.0,0.0958457525202239,0.9953961983671789,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T00:32:31+00:00,2026-02-25T01:32:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,0.1391731009600654,0.9902680687415704,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T00:42:31+00:00,2026-02-25T01:42:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,0.1822355254921474,0.9832549075639546,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T00:52:31+00:00,2026-02-25T01:52:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,0.224951054343865,0.9743700647852352,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T01:02:31+00:00,2026-02-25T02:02:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,0.2672383760782568,0.963630453208623,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T01:12:31+00:00,2026-02-25T02:12:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,0.3090169943749474,0.9510565162951536,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T01:22:31+00:00,2026-02-25T02:22:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,0.3502073812594674,0.9366721892483976,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T01:32:31+00:00,2026-02-25T02:32:31+00:00,1811,0,0.0,1811.0,0.0273930907926776,0.0,0.0,0.0,0.3907311284892737,0.9205048534524404,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T01:42:31+00:00,2026-02-25T02:42:31+00:00,1449,0,0.0,1449.0,0.0273930907926776,0.0,0.0,0.0,0.4305110968082951,0.9025852843498606,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T01:52:31+00:00,2026-02-25T02:52:31+00:00,1087,0,0.0,1087.0,0.0273930907926776,0.0,0.0,0.0,0.4694715627858908,0.882947592858927,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T02:02:31+00:00,2026-02-25T03:02:31+00:00,725,0,0.0,725.0,0.0273930907926776,0.0,0.0,0.0,0.5075383629607041,0.8616291604415258,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T02:12:31+00:00,2026-02-25T03:12:31+00:00,363,0,0.0,363.0,0.0273930907926776,0.0,0.0,0.0,0.5446390350150271,0.838670567945424,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T02:22:31+00:00,2026-02-25T03:22:31+00:00,1,0,0.0,1.0,0.0273930907926776,0.0,0.0,0.0,0.5807029557109398,0.8141155183563192,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
0,slow_poisoning,2026-02-25T02:22:31+00:00,2026-02-25T03:22:31+00:00,3620,11,11.0,328.09090909090907,4.103519101813435,10.38517270366761,3.0,2.0,0.636078220277764,0.7716245833877199,4.8386123754835815,1.0,3.0,1.2733552927708014,1.3636363636363635,1.0,7.0,3.1622776601683853
0,slow_poisoning,2026-02-25T02:37:31+00:00,2026-02-25T03:37:31+00:00,3550,12,12.0,294.8333333333333,4.894626119597391,16.231008882758125,3.0,2.0,0.636078220277764,0.7716245833877199,4.8371372767012915,1.0,-4.0,1.21491743822634,1.5,1.0,7.0,3.1622776601683853
0,slow_poisoning,2026-02-25T02:52:31+00:00,2026-02-25T03:52:31+00:00,3463,10,10.0,345.3,5.980495078282224,16.45707656804691,2.0,2.0,0.6819983600624985,0.7313537016191706,4.759360485394867,1.0,-4.0,1.4742148867907756,1.5,1.0,11.0,1.0
1,normal,2026-02-25T03:32:31+00:00,2026-02-25T04:32:31+00:00,363,0,0.0,363.0,0.0273930907926776,0.0,0.0,0.0,0.9099612708765432,0.4146932426562391,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T03:42:31+00:00,2026-02-25T04:42:31+00:00,725,0,0.0,725.0,0.0273930907926776,0.0,0.0,0.0,0.9099612708765432,0.4146932426562391,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T03:52:31+00:00,2026-02-25T04:52:31+00:00,1087,0,0.0,1087.0,0.0273930907926776,0.0,0.0,0.0,0.9099612708765432,0.4146932426562391,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T04:02:31+00:00,2026-02-25T05:02:31+00:00,1449,0,0.0,1449.0,0.0273930907926776,0.0,0.0,0.0,0.9099612708765432,0.4146932426562391,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
0,slow_poisoning,2026-02-25T04:07:31+00:00,2026-02-25T05:07:31+00:00,825,4,4.0,205.25,2.417271437744299,0.2002882138103337,2.0,2.0,0.8849876374630419,0.4656145203251113,4.702753042722854,1.0,-4.0,5.401292837976261,1.5,1.0,9.25,3.593976442141304
1,normal,2026-02-25T04:12:31+00:00,2026-02-25T05:12:31+00:00,1811,0,0.0,1811.0,0.0273930907926776,0.0,0.0,0.0,0.9099612708765432,0.4146932426562391,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T04:22:31+00:00,2026-02-25T05:22:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,0.9099612708765432,0.4146932426562391,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T04:32:31+00:00,2026-02-25T05:32:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,0.9271838545667872,0.3746065934159122,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
1,normal,2026-02-25T04:42:31+00:00,2026-02-25T05:42:31+00:00,2173,0,0.0,2173.0,0.0273930907926776,0.0,0.0,0.0,0.9426414910921784,0.3338068592337709,0.0,0.0,0.0,11.409203737861285,1.0,0.0,0.0,0.0
